IDX,PATIENT_DEV_CD,DESC_E,DESC_F,CODE_TYPE_E,CODE_TYPE_F
729,1222,E2109 - Implant Pain,E2109 - Douleur implantaire,Health Effect,Effet sur la santé
730,1223,E2204 - Lactate Dehydrogenase Increased,E2204 - Lactate-déshydrogénase augmenté,Health Effect,Effet sur la santé
731,1224,E2306 - Decreased Appetite,E2306 - Diminution de l'appétit,Health Effect,Effet sur la santé
732,1226,E232401 - Fecal Incontinence,E232401 - Incontinence fécale,Health Effect,Effet sur la santé
733,1227,E232402 - Urinary Incontinence,E232402 - Incontinence urinaire,Health Effect,Effet sur la santé
734,1228,E2328 - ObstructionOcclusion,E2328 - Obstruction ou occlusion,Health Effect,Effet sur la santé
735,1229,E2332 - Physical Asymmetry,E2332 - Asymétrie physique,Health Effect,Effet sur la santé
736,1230,E2335 - Reaction to Medicinal Component of Device,E2335 - Réaction à la composante médicinale d'un dispositif,Health Effect,Effet sur la santé
737,1231,E233602 - Hypoglycemic Shock,E233602 - Choc hypoglycémique,Health Effect,Effet sur la santé
738,1232,E233701 - Restenosis,E233701 - Resténose,Health Effect,Effet sur la santé
739,1233,E2338 - Swelling Edema,E2338 - Enflure ou oedème,Health Effect,Effet sur la santé
740,1234,E233801 - Peripheral Edema,E233801 - Oedème périphérique,Health Effect,Effet sur la santé
741,1235,E2403 - No Clinical Signs Symptoms or Conditions,"E2403 - Aucun signe, symptôme ou condition cliniques",Health Effect,Effet sur la santé
742,1236,F01 - Change in Therapeutic Response,F01 - Changement dans la réponse thérapeutique,Health Effect,Effet sur la santé
743,1237,F03 - Brain Death,F03 - Mort cérébrale,Health Effect,Effet sur la santé
744,1238,F04 - Delay to Diagnosis,F04 - Retard dans le diagnostic,Health Effect,Effet sur la santé
745,1239,F06 - Disruption of Subsequent Medical Procedure,F06 - Interruption de la procédure médicale subséquente,Health Effect,Effet sur la santé
746,1240,F07 - Exacerbation of Existing Condition,F07 - Exacerbation de l'état actuel,Health Effect,Effet sur la santé
747,1241,F0801 - Intensive Care,F0801 - Soins intensifs,Health Effect,Effet sur la santé
748,1242,F09 - Fetal Harm,F09 - Dommage foetal,Health Effect,Effet sur la santé
749,1243,F10 - InadequateInappropriate Treatment or Diagnostic Exposure,F10 - Traitement ou exposition diagnostique inadéquat ou inapproprié,Health Effect,Effet sur la santé
750,1244,F1001 - Absence of Treatment,F1001 - Absence de traitement,Health Effect,Effet sur la santé
751,1245,F1002 - Incompatible Blood Transfusion,F1002 - Transfusion sanguine incompatible,Health Effect,Effet sur la santé
752,1246,F11 - Minor Injury Illness Impairment,F11 - Blessure/maladie/déficience mineure,Health Effect,Effet sur la santé
753,1247,F12 - Serious Injury Illness Impairment,F12 - Blessure/maladie/déficience grave,Health Effect,Effet sur la santé
754,1248,F1201 - Chronic Disease,F1201 - Maladie chronique,Health Effect,Effet sur la santé
755,1249,F1203 - Life Threatening Illness or Injury,F1203 - Maladie ou blessure mortelle,Health Effect,Effet sur la santé
756,1250,F1204 - Permanent Impairment,F1204 - Déficience permanente,Health Effect,Effet sur la santé
757,1251,F1205 - Temporary Impairment,F1205 - Déficience temporaire,Health Effect,Effet sur la santé
758,1252,F14 - Prolonged Episode of Care,F14 - Épisode de soins prolongés,Health Effect,Effet sur la santé
759,1253,F15 - Recognised Device or Procedural Complication,F15 - Complication connue liée à l'intervention ou au dispositif,Health Effect,Effet sur la santé
760,1254,F16 - Reduction in Life Expectancy,F16 - Réduction de l'espérance de vie,Health Effect,Effet sur la santé
761,1255,F18 - Rehabilitation,F18 - Réadaptation,Health Effect,Effet sur la santé
762,1256,F1901 - Additional Surgery,F1901 - Chirurgie additionnelle,Health Effect,Effet sur la santé
763,1257,F1905 - Device Revision or Replacement,F1905 - Révision ou remplacement d'un dispositif,Health Effect,Effet sur la santé
764,1258,F1907 - More Complex Surgery,F1907 - Chirurgie plus complexe,Health Effect,Effet sur la santé
765,1259,F1909 - Surgical Procedure Delayed,F1909 - Procédure chirurgicale retardée,Health Effect,Effet sur la santé
766,1260,F20 - Serious Public Health Threat,F20 - Menace grave pour la santé publique,Health Effect,Effet sur la santé
767,1261,F21 - Unexpected Deterioration,F21 - Détérioration inattendue,Health Effect,Effet sur la santé
768,1262,F22 - Unexpected Diagnostic Intervention,F22 - Intervention diagnostique inattendue,Health Effect,Effet sur la santé
769,1263,F2201 - Biopsy,F2201 - Biopsie,Health Effect,Effet sur la santé
770,1264,F2202 - Endoscopic Diagnostic Procedure,F2202 - Procédure diagnostique par endoscopique,Health Effect,Effet sur la santé
771,1265,F2203 - Imaging Required,F2203 - Imagerie requise,Health Effect,Effet sur la santé
772,1266,F2204 - IVD Testing,F2204 - Essai aux IDIV,Health Effect,Effet sur la santé
773,1267,F2301 - Additional Device Required,F2301 - Dispositif additionnel requis,Health Effect,Effet sur la santé
774,1268,F2302 - Blood Transfusion,F2302 - Transfusion sanguine,Health Effect,Effet sur la santé
775,1269,F2303 - Medication Required,F2303 - Médicaments requis,Health Effect,Effet sur la santé
776,1270,F2305 - Radiation Therapy,F2305 - Radiothérapie,Health Effect,Effet sur la santé
777,1271,F2306 - Resuscitation,F2306 - Réanimation,Health Effect,Effet sur la santé
778,1272,F24 - Insufficient Information,F24 - Renseignements insuffisants,Health Effect,Effet sur la santé
779,1273,F25 - Unanticipated Adverse Device Effect,F25 - Effet indésirable inattendu sur le dispositif,Health Effect,Effet sur la santé
780,1274,F28 - Appropriate TermCode Not Available,F28 - Terme/code approprié non disponible,Health Effect,Effet sur la santé
781,1275,E060106 - Heart Block,E060106 - Bloc cardiaque,Health Effect,Effet sur la santé
782,1276,E1903 - Sexually Transmitted Infection,E1903 - Infection transmissible sexuellement,Health Effect,Effet sur la santé
783,1277,E011903 - Syncope/Fainting,E011903 - Syncope/évanouissement,Health Effect,Effet sur la santé
784,1278,E0308 - Swollen Lymph Nodes/Glands,E0308 - Noeud/ganglion lymphatique enflé,Health Effect,Effet sur la santé
785,1279,E2120 - Bone Cement Implantation Syndrome,E2120 - Syndrome d'implantation du ciment osseux,Health Effect,Effet sur la santé
786,1280,E2342 - Multiple Organ Dysfunction Syndrome,E2342 - Syndrome de dysfonctionnement d'organes multiples,Health Effect,Effet sur la santé
787,1281,E0139 - Unspecified Nervous System Problem,E0139 - Problème de système nerveux non spécifié,Health Effect,Effet sur la santé
788,1282,"E0206 - Unspecified Mental, Emotional or Behavioural Problem","E0206 - Problème mental, émotionnel ou comportemental non spécifié",Health Effect,Effet sur la santé
789,1283,E0309 - Low White Blood Cell Count,E0309 - Faible numération des globules blancs,Health Effect,Effet sur la santé
790,1284,E0310 - Unspecified Blood or Lymphatic problem,E0310 - Problème sanguin ou lymphatique non spécifié,Health Effect,Effet sur la santé
791,1285,E0405 - Unspecified Immune System Problem,E0405 - Problème de système immunitaire non spécifié,Health Effect,Effet sur la santé
792,1286,E0518 - Unspecified Vascular Problem,E0518 - Problème vasculaire non spécifié,Health Effect,Effet sur la santé
793,1287,E0623 - Unspecified Heart Problem,E0623 - Problème cardiaque non spécifié,Health Effect,Effet sur la santé
794,1288,E0752 - Unspecified Respiratory Problem,E0752 - Problème respiratoire non spécifié,Health Effect,Effet sur la santé
795,1289,E0844 - Unspecified Eye / Vision Problem,E0844 - Problème oculaire / problème de vision non spécifié,Health Effect,Effet sur la santé
796,1290,E0906 - Unspecified Ear or Labyrinth Problem,E0906 - Problème d'oreille ou de labyrinthe non spécifié,Health Effect,Effet sur la santé
797,1291,E1033 - Unspecified Gastrointestinal Problem,E1033 - Problème gastro-intestinal non spécifié,Health Effect,Effet sur la santé
798,1292,E1107 - Unspecified Hepatic or Biliary Problem,E1107 - Problème hépatique ou biliaire non spécifié,Health Effect,Effet sur la santé
799,1293,E1209 - Hormonal Imbalance,E1209 - Déséquilibre hormonal,Health Effect,Effet sur la santé
800,1294,E1210 - Premature Menopause,E1210 - Ménopause prématurée,Health Effect,Effet sur la santé
801,1295,E1211 - Vitamin Deficiency,E1211 - Carence en vitamine,Health Effect,Effet sur la santé
802,1296,E1311 - Unspecified Kidney or Urinary Problem,E1311 - Problème rénal ou urinaire non spécifié,Health Effect,Effet sur la santé
803,1297,E1417 - Unspecified Reproductive System or Breast Problem,E1417 - Problème du système reproducteur ou du sein non spécifié,Health Effect,Effet sur la santé
804,1299,E1635 - Unspecified Musculoskeletal problem,E1635 - Problème musculo-squelettique non spécifié,Health Effect,Effet sur la santé
805,1301,E012208 - Restless Legs Syndrome,E012208 - Syndrome des jambes sans repos (SJSR),Health Effect,Effet sur la santé
806,1303,E0140 - Intracranial Pressure Increased,E0140 - Pression intracrânienne augmentée,Health Effect,Effet sur la santé
807,1307,E014301 - Increased Level of Consciousness,E014301 - Augmentation du niveau de conscience,Health Effect,Effet sur la santé
808,1308,E014302 - Decreased Level of Consciousness,E014302 - Diminution du niveau de conscience,Health Effect,Effet sur la santé
809,1309,E0207 - Delirium,E0207 - Délire,Health Effect,Effet sur la santé
810,1311,E0311 - High White Blood Cell Count,E0311 - Nombre de globules blancs élevés,Health Effect,Effet sur la santé
811,1314,E050102 - Aneurysm expansion,E050102 - Expansion de l'anévrisme,Health Effect,Effet sur la santé
812,1315,E0519 - Reduced Blood Flow,E0519 - Débit sanguin réduit,Health Effect,Effet sur la santé
813,1316,E0753 - Upper Respiratory Tract Injury,E0753 - Blessure des voies respiratoires supérieures,Health Effect,Effet sur la santé
814,1317,E083804 - Photophobia,E083804 - Photophobie,Health Effect,Effet sur la santé
815,1318,E083903 - Diplopia/Double Vision,E083903 - Diplopia / Vision double,Health Effect,Effet sur la santé
816,1319,E0845 - Eye Irritation,E0845 - Irritation de l'oeil,Health Effect,Effet sur la santé
817,1322,E0848 - Corneal Endothelial Cell Loss,E0848 - Perte de cellules endothéliales cornéennes,Health Effect,Effet sur la santé
818,1323,E0849 - Posterior Capsule Opacification,E0849 - Opacification de la capsule postérieure,Health Effect,Effet sur la santé
819,1325,E0851 - Retinal Hemorrhage,E0851 - Hémorragie rétinienne,Health Effect,Effet sur la santé
820,1326,E0852 - Choroidal Hemorrhage,E0852 - Hémorragie choroïde,Health Effect,Effet sur la santé
821,1328,E0907 - Ear Pain,E0907 - Douleur à l'oreille,Health Effect,Effet sur la santé
822,1329,E0908 - Ear infection,E0908 - Infection de l'oreille,Health Effect,Effet sur la santé
823,1331,E090802 - Infectious Otitis Media,E090802 - Otite moyenne infectieuse,Health Effect,Effet sur la santé
824,1335,E1035 - Pneumoperitoneum,E1035 - Pneumopéritoine,Health Effect,Effet sur la santé
825,1336,E1108 - Biliary Leak,E1108 - Fuite biliaire,Health Effect,Effet sur la santé
826,1338,E120203 - Hypercalcemia,E120203 - Hypercalcémie,Health Effect,Effet sur la santé
827,1346,E1520 - Infertility,E1520 - Infertilité,Health Effect,Effet sur la santé
828,1347,E1636 - Tooth Loss,E1636 - Perte de dents,Health Effect,Effet sur la santé
829,1348,E1637 - Bursitis,E1637 - Bursite,Health Effect,Effet sur la santé
830,1350,E1639 - Joint Impingement,E1639 - Conflit articulaire,Health Effect,Effet sur la santé
831,1351,E1640 - Mastoiditis,E1640 - Mastoïdite,Health Effect,Effet sur la santé
832,1352,E1641 - Limb Pain,E1641 - Douleur de la limbe,Health Effect,Effet sur la santé
833,1353,E171602 - Hyperpigmentation,E171602 - Hyperpigmentation,Health Effect,Effet sur la santé
834,1355,E1724 - Dry Skin,E1724 - Peau sèche,Health Effect,Effet sur la santé
835,1357,E1726 - Skin Maceration,E1726 - Macération cutanée,Health Effect,Effet sur la santé
836,1358,E1805 - Non-malignant Neoplasm,E1805 - Néoplasme non maligné,Health Effect,Effet sur la santé
837,1359,E2121 - Endoleaks,E2121 - Endofuite,Health Effect,Effet sur la santé
838,1360,E2122 - Sinusitis,E2122 - Sinusite,Health Effect,Effet sur la santé
839,1361,E2123 - Peri-prosthetic Joint Infection,E2123 - Infection articulaire péri-prothétique,Health Effect,Effet sur la santé
840,1362,E2205 - Bacteremia,E2205 - Bactériémie,Health Effect,Effet sur la santé
841,1363,E2206 - High metal ion levels,E2206 - Niveaux d'ions métalliques élevés,Health Effect,Effet sur la santé
842,1365,E233802 - Joint effusion,E233802 - Épanchement articulaire,Health Effect,Effet sur la santé
843,1366,F1006 - Inadequate Treatment/Disease Progression,F1006 - Traitement inadéquat / progression de la maladie,Health Effect,Effet sur la santé
844,1367,F1007 - Exposure to Contaminated Device/Risk of Infection,F1007 - Exposition au dispositif contaminé / risque d'infection,Health Effect,Effet sur la santé
845,1368,E0209 - Sleepiness/Drowsiness/Somnolence,E0209 - Somnolence,Health Effect,Effet sur la santé
846,1370,E0624 - Intraoperative Cardiac Valve Injury,E0624 - Blessure de valve cardiaque peropératoire,Health Effect,Effet sur la santé
847,1371,E0625 - Cardiac Septal Defect Residual Shunt,E0625 - Shunt résiduel postopératoire d’une communication inter-auriculaire,Health Effect,Effet sur la santé
848,1374,E0854 - Mydriasis,E0854 - Mydriase,Health Effect,Effet sur la santé
849,1375,E0855 - Anterior Capsule Opacification,E0855 - Opacification de la capsule antérieure,Health Effect,Effet sur la santé
850,1379,E1312 - Urolithiasis,E1312 - Urolithiase,Health Effect,Effet sur la santé
851,1383,E1420 - Pelvic Pain,E1420 - Douleur pelvienne,Health Effect,Effet sur la santé
852,1385,E2124 - Unintended Loss of Vascular Access,E2124 - Perte involontaire d'accès vasculaire,Health Effect,Effet sur la santé
853,1386,E2343 - Hemodynamic Instability,E2343 - Instabilité hémodynamique,Health Effect,Effet sur la santé
854,1387,F2307 - Reprogramming of Device,F2307 - Reprogrammation de l'appareil,Health Effect,Effet sur la santé
855,1998,Not Specified,Non précisé,Health Effect,Effet sur la santé
856,1999,Pending Assessment,En attente d'évaluation,Health Effect,Effet sur la santé
857,2001,Device Operates Differently than Expected (Retired - use 2487),Device Operates Differently than Expected (Retiré-utilise 2487),Medical Device Problem,Problème de dispositif médical
858,2002,Device displays error message (Retired - use 2487),Device displays error message (Retiré-utilise 2487),Medical Device Problem,Problème de dispositif médical
859,2003,Device Stops Intermittently (Retired - use 2487),Device Stops Intermittently (Retiré-utilise 2487),Medical Device Problem,Problème de dispositif médical
860,2004,Failure to adhere or bond (Retired - use 2360),Failure to adhere or bond (Retiré-utilise 2360),Medical Device Problem,Problème de dispositif médical
861,2005,A050501 - Failure to Fire,A050501 - Absence de décharge,Medical Device Problem,Problème de dispositif médical
862,2006,A090802 - Failure to Obtain Sample,A090802 - Incapacité à prélever un échantillon ,Medical Device Problem,Problème de dispositif médical
863,2007,A141401 - Failure to Prime ,A141401 - Incapacité à amorcer ,Medical Device Problem,Problème de dispositif médical
864,2008,A020601 - Component Misassembled,A020601 - Composant mal assemblé,Medical Device Problem,Problème de dispositif médical
865,2009,A090209 - Visual Prompts will not Clear,A090209 - Messages visuels qui ne disparaissent pas,Medical Device Problem,Problème de dispositif médical
866,2010,A090407 - Therapy Delivered to Incorrect Body Area  ,A090407 - Traitement de la mauvaise zone corporelle  ,Medical Device Problem,Problème de dispositif médical
867,2011,A050302 - Unintended Ejection ,A050302 - Éjection involontaire ,Medical Device Problem,Problème de dispositif médical
868,2012,A08 - Calibration Problem,A08 - Problème d'étalonnage,Medical Device Problem,Problème de dispositif médical
869,2013,A0801 - Failure to Calibrate,A0801 - Échec de l'étalonnage,Medical Device Problem,Problème de dispositif médical
870,2014,Calibration Error (Retired - use 2012),Calibration Error (Retiré-utilise 2012),Medical Device Problem,Problème de dispositif médical
871,2015,A0802 - Failure to Recalibrate ,A0802 - Échec de la vérification de l'étalonnage ,Medical Device Problem,Problème de dispositif médical
