IDX,PREF_NAME_CODE,PREF_DESC_E,PREF_DESC_F
1310,83GQG,"ANTIGEN, CF (INCLUDING CF CONTROL), RESPIRATORY SYNCYTIALVIRUS",ANTIGENE CF (Y COMPRIS LE CONTROLE CF) DU VIRUS RESPIRATOIRE SYNCYTIAL
1311,83GRM,"ANTISERUM, ALL GROUPS, SALMONELLA SPP.",ANTISERUM DE SALMONELLA SPP. (TOUS LES GROUPES)
1312,83GSZ,"ANTIGEN, FEBRILE (WEIL-FELIX), ALL GROUPS",ANTIGENE FEBRILE POUR TEST DE WEIL-FELIX (TOUS LES GROUPES)
1313,83GTP,"EXOENZYME, MULTIPLE, STREPTOCOCCAL",EXOENZYME STREPTOCOCCIQUE MULTIPLE
1314,83JSO,"CULTURE MEDIA, ANTIMICROBIAL SUSCEPTIBILITY TEST, EXCLUDINGMUELLER HINTON AGAR","MILIEU DE CULTURE, TEST DE SENSIBILITE AUX ANTIMICROBIENS, A L'EXCLUSION DE LA GELOSE MUELLER-HINTON"
1315,83LIN,"ANTISERUM, CONJUGATED FLUORESCENT, CYTOMEGALOVIRUS","ANTISERUM FLUORESCENT CONJUGUE, CYTOMEGALOVIRUS"
1316,83LIQ,"ENZYME LINKED IMMUNOABSORBENT ASSAY, ROTAVIRUS",DOSAGE IMMUNOENZYMATIQUE DU ROTAVIRUS
1317,83LKQ,"ANTIBODY IGM,IF, CYTOMEGALOVIRUS VIRUS","ANTICORPS IGM, IF, CYTOMEGALOVIRUS"
1318,83LKS,"DEVICE, PARASITE CONCENTRATION",DISPOSITIF DE CONCENTRATION DES PARASITES
1319,83LLM,"TEST, ANTIGEN, NUCLEAR, EPSTEIN-BARR VIRUS",TEST DE DETECTION DE L'ANTIGENE NUCLEAIRE DU VIRUS D'EPSTEIN-BARR
1320,83LSL,"DNA REAGENTS, NEISSERIA","REACTIFS DE L'ADN, NEISSERIA"
1321,83LTW,"SUSCEPTIBILITY TEST CARDS, ANTIMICROBIAL",CARTES DE TEST DE SENSIBILITE AUX ANTIMICROBIENS
1322,83LYF,PNEUMOCYSTIS CARINII,PNEUMOCYSTIS CARINII
1323,83MXJ,"ENZYME LINKED IMMUNOABSORBENT ASSAY, HSV-1HERPES","DOSAGE IMMUNOENZYMATIQUE, HERPES HSV-1"
1324,83MZO,"ASSAY, ENZYME LINKED IMMUNOABSORBENT, HEPATITIS C VIRUS","DOSAGE IMMUNOENZYMATIQUE, VIRUS DE L'HEPATITE C"
1325,83WNY,"TEST, DNA PROBE, OTHER",AUTRE TYPE DE TEST SUR SONDE A ADN
1326,84GWQ,ELECTROENCEPHALOGRAPH,ELECTROENCEPHALOGRAPHE
1327,84GZL,"ELECTRODE, DEPTH",ELECTRODE EN PROFONDEUR
1328,84HBF,"POWERED COMPOUND DRILLS, BURRS, TREPHINES & ACCESSORIES","FOREUSES, FRAISES ET TREPANS COMPOSITES MOTORISES ET ACCESSOIRES"
1329,84HCD,"CANNULA, VENTRICULAR",CANULE VENTRICULAIRE
1330,84JBA,"PROSTHESIS, CRANIOFACIAL",PROTHESE CRANIOFACIALE
1331,84JXE,"DEVICE, NERVE CONDUCTION VELOCITY MEASUREMENT",DISPOSITIF DE MESURE DE LA VITESSE DE CONDUCTION DES NERFS
1332,84LII,IMPLANTED INTRACRANIAL PRESSURE MONITOR,MONITEUR IMPLANTE DE PRESSION INTRACRANIENNE
1333,84LLP,LASER FOR PAIN THERAPY,LASER POUR THERAPIE ANTI-DOULEUR
1334,84MWT,"THERAPEUTIC NEUROLOGY DEVICE, MAGNET","INSTRUMENT THERAPEUTIQUE POUR NEUROLOGIE , AIMANT"
1335,84MXM,"CAP, COOLING (INFANTS)",CASQUE REFROIDISSANT (POUR BEBES)
1336,84QTC,"ELECTRODE, NEUROMUSCULAR STIMULATOR",ELECTRODE DE STIMULATION NEUROMUSCULAIRE
1337,84UFI,"STIMULATOR, NERVE LOCATING, FACIAL",STIMULATEUR DE LOCALISATION DES NERFS FACIAUX
1338,85HHM,"SOUND, UTERINE",SONDE UTERINE
1339,85HIE,"LIGHT SOURCE, ENDOSCOPIC",SOURCE DE LUMIERE ENDOSCOPIQUE
1340,85KNF,"COAGULATOR-CUTTER, ENDOSCOPIC, UNIPOLAR (AND ACCESSORIES)",DISPOSITIF DE COAGULATION ET DE DECOUPAGE ENDOSCOPIQUE UNIPOLAIRE (ET ACCESSOIRES)
1341,85LKF,"CANNULA, MANIPULATOR/INJECTOR, UTERINE",CANULE INTRA-UTERINE DE MANIPULATION ET D'INJECTION
1342,85LTZ,CONDOM WITH NONOXYNOL-9,CONDOM AVEC NONOXYNOL-9
1343,85MKN,"CATHETER, TRANSCERVICAL, BALLOON TUBOPLASTY",CATHETER TRANSCERVICAL DE TUBOPLASTIE PAR BALLONNET
1344,85QKG,"KIT, CIRCUMCISION, DISPOSABLE TRAY",TROUSSE DE CIRCONCISION AVEC PLATEAU JETABLE
1345,86ALX,"SYSTEM, INTUBATION, LACRIMAL",SYSTEME D'INTUBATION DE CANAL LACRYMAL
1346,86AUL,"CAUTERY, OPTHALMIC",CAUTERE OPHTALMIQUE
1347,86HJI,"LENS, FUNDUS, HRUBY, DIAGNOSTIC",LENTILLE DE FOND D'OEIL DIAGNOSTIQUE DE HRUBY
1348,86HKO,"REFRACTOMETER, OPHTHALMIC",REFRACTOMETRE OPHTALMIQUE
1349,86HQA,"UNIT, CRYOTHERAPY, OPHTHALMIC",DISPOSITIF DE CRYOTHERAPIE OPHTALMIQUE
1350,86HQF,OPHTHALMIC LASER,LASER OPHTALMIQUE
1351,86HQL,"LENS, INTRAOCULAR",LENTILLE INTRAOCULAIRE
1352,86HQN,"CONFORMER, OPHTHALMIC",CONFORMATEUR OPHTALMIQUE
1353,86HQX,"IMPLANT, ORBITAL, EXTRA-OCULAR",IMPLANT ORBITAL EXTRAOCULAIRE
1354,86HQY,SUNGLASSES (NON-PRESCRIPTION INCLUDING PHOTOSENSITIVE),"LUNETTES DE SOLEIL (SANS ORDONNANCE, Y COMPRIS LES LUNETTES PHOTOSENSIBLES)"
1355,86HRH,"TREPHINE, MANUAL, OPHTHALMIC",TREPAN MANUEL OPHTALMIQUE
1356,86KAF,"HEADLIGHT, ENT","LAMPE FRONTALE, ORL"
1357,86LOG,BALLOON CATHETER FOR RETINAL REATTACHMENT,CATHETER A BALLONNET POUR REATTACHEMENT DE LA RETINE
1358,86QEQ,"BRUSH, OPHTHALMIC",BROSSE OPHTALMIQUE
1359,86QGB,"CANNULA, EYE, LACRIMAL",CANULE OCULAIRE LACRYMALE
1360,86QRP,"DROPPER, EYE",COMPTE-GOUTTES
1361,86ULG,"LENS, CONTACT, GAS-PERMEABLE",LENTILLE DE CONTACT PERMEABLE AU GAZ
1362,86WIZ,"LENS, CONTACT, DISPOSABLE",LENTILLE DE CONTACT JETABLE
1363,86WQB,"SHUNT, INTRAOCULAR",SHUNT INTRAOCULAIRE
1364,86WQT,"SYSTEM, PHACOEMULSIFICATION & ACCESSORIES",SYSTEME DE PHACOEMULSIFICATION ET ACCESSOIRES
1365,87AMA,INSTRUMENT SET FOR ORTHOPEDIC SURGERY,TROUSSE D'INSTRUMENTS POUR CHIRURGIE ORTHOPEDIQUE
1366,87HRZ,"PROSTHESIS, KNEE, HINGED (METAL-METAL)",PROTHESE ARTICULEE DE GENOU (METAL-METAL)
1367,87HTG,"PROSTHESIS, KNEE,HEMI-, PATELLAR RESURFACING, UNCEMENTED","HEMIPROTHESE DE RESURFACAGE PATELLAIRE DU GENOU, NON CIMENTEE"
1368,87HTT,"BURR, ORTHOPEDIC",FRAISE ORTHOPEDIQUE
1369,87HXX,SCREWDRIVER,TOURNEVIS
1370,87HXZ,"CUTTER, WIRE",COUPE-FIL
1371,87KRR,"PROSTHESIS, KNEE, PATELLOFEMORAL, SEMI-CONSTRAINED,CEMENTED, METAL/POLYMER","PROTHESE PATELLOFEMORALE SEMI-CONTRAINTE DE GENOU, CIMENTEE, EN METAL/POLYMERE"
1372,87KTT,"APPLIANCE, FIXATION, NAIL/BLADE/PLATE COMBINATION, MULTIPLECOMPONENT","APPAREIL DE FIXATION, COMBINAISON CLOU/LAME/PLAQUE, COMPOSANT MULTIPLE"
1373,87KWY,"PROSTHESIS, HIP, HEMI-, FEMORAL, METAL/POLYMER, CEMENTED ORUNCEMENTED","HEMIPROTHESE FEMORALE DE HANCHE, CIMENTEE OU NON CIMENTEE, EN METAL/POLYMERE"
1374,87LPF,"PROSTHESIS, HIP, SEMI-CONSTRAINED, METAL/CERAMIC/CERAMIC,CEMENTED","PROTHESE SEMI-CONTRAINTE DE HANCHE, CIMENTEE, EN METAL/CERAMIQUE/CERAMIQUE"
1375,87LWB,"STIMULATOR, FUNCTIONAL NEUROMUSCULAR, SCOLIOSIS",STIMULATEUR NEUROMUSCULAIRE FONCTIONNEL POUR LE TRAITEMENT DE LA SCOLIOSE
1376,87MAX,SPINAL INTERVERTEBRAL FUSION ORTHOSIS,ORTHESE DE FUSION INTERVERTEBRALE DE L'EPINE DORSALE
1377,87MBI,"FASTENER, FIXATION, NONDEGRADABLE, SOFT TISSUE","DISPOSITIF DE FIXATION NON DEGRADABLE, TISSU MOU"
1378,87MQP,SPINAL VERTEBRAL BODY REPLACEMENT DEVICE,DISPOSITIF DE REMPLACEMENT DE CORPS SPINAL VERTEBRAL
1379,87MTJ,"WAX, BONE",CIRE D'OS
1380,87QRN,"DRIVER/EXTRACTOR, BONE PLATE","MANDRIN EXTRACTEUR, PLAQUE OSSEUSE"
1381,87QYR,"GRAFT, BONE",GREFFON OSSEUX
1382,87RXE,"SUPPORT, BACK",SUPPORT DE DOS
1383,87SBM,"UNIT, TRACTION, POWERED",APPAREIL ELECTRIQUE DE TRACTION
1384,87THC,"HOLDER, LEG, ARTHROSCOPY","SUPPORT, JAMBE, ARTHROSCOPIE"
1385,87UBK,"PROSTHESIS, ANKLE, TALAR COMPONENT","PROTHESE DE CHEVILLE, COMPOSANT ASTRAGALIEN"
1386,87VCP,"PROSTHESIS, RADIAL/ULNAR HEAD","PROTHESE, TETE RADIALE/ULNAIRE"
1387,88AVQ,"KIT, TEST, SPERM COUNT, OTC","TROUSSE DE TEST POUR NUMERATION DES SPERMATAZOIDES, EN VENTE LIBRE"
1388,88HYJ,HEMATOXYLIN,HEMATOXYLINE
1389,88IAF,WRIGHT'S STAIN,COLORATEUR DE WRIGHT
1390,88JCB,DETERGENT,DETERGENT
1391,88KET,"FILTER, CELL COLLECTION, TISSUE PROCESSING","FILTRE, PRELEVEMENT DE CELLULES, TRAITEMENT DES TISSUS"
1392,88MKQ,"PROCESSOR, SLIDE, CYTOLOGY, AUTOMATED",DISPOSITIF AUTOMATISE DE TRAITEMENT DES LAMES DE CYTOLOGIE
1393,88UMR,HISTOCHEMICAL STAINING TEST ALPHA-FETOPROTEIN,ALPHA-FETOPROTEINE POUR TEST DE COLORATION HISTOCHIMIQUE
1394,89ANQ,"AID, POSTURE",AIDE A LA POSTURE
1395,89APD,"MYOMETER, MUSCLE FORCE MEASUREMENT",MYOMETRE POUR MESURE DE LA FORCE MUSCULAIRE
1396,89FRS,"PACK, COLD, CHEMICAL",COMPRESSE FROIDE CHIMIQUE
1397,89ILS,"ADAPTOR, HYGIENE",ADAPTATEUR HYGIENIQUE
1398,89ILY,"LAMP, INFRARED",LAMPE INFRAROUGE
1399,89IMJ,"DIATHERMY, SHORTWAVE, FOR USE IN APPLYING THERAPEUTIC DEEPHEAT","DIATHERMIE A ONDES COURTES, POUR APPLICATION DE CHALEUR PROFONDE THERAPEUTIQUE"
1400,89IMP,"CUSHION, WHEELCHAIR",COUSSIN POUR FAUTEUIL ROULANT
1401,89INW,"TABLE, MECHANICAL",TABLE MECANIQUE
1402,89IOL,"TREADMILL, POWERED",TAPIS ROULANT ELECTRIQUE
1403,89IPW,"ORTHOSIS, SACROILIAC, SOFT",ORTHESE SACRO-ILIAQUE SOUPLE
1404,89ITJ,"WALKER, MECHANICAL",MARCHETTE MECANIQUE
1405,89KHX,"PLATFORM, FORCE-MEASURING",PLATEFORME DE MESURE DE FORCE
1406,89MBQ,"DEVICE, PERIPHERAL, ELECTROMAGNETIC FIELD (PEMF) TO AIDWOUND HEALING","DISPOSITIF PERIPHERIQUE, CHAMP ELECTROMAGNETIQUE (PEMF) POUR AIDER A LA CICATRISATION DES PLAIES"
1407,89RFO,"UNIT, MAGNETIC, THERAPEUTIC",DISPOSITIF MAGNETIQUE THERAPEUTIQUE
1408,90IWO,"APRON,PROTECTIVE",TABLIER DE PROTECTION
1409,90IXJ,"GRID, RADIOGRAPHIC",GRILLE RADIOGRAPHIQUE
1410,90IXK,"SYSTEM, IMAGING, X-RAY, ELECTROSTATIC",SYSTEME D'IMAGERIE ELECTROSTATIQUE A RAYONS X
1411,90IZD,"PROBE, UPTAKE, NUCLEAR",SONDE D'ABSORPTION NUCLEAIRE
1412,90IZN,"CHAIR, PNEUMOENCEPHALOGRAPHIC, RADIOGRAPHIC",FAUTEUIL PNEUMOENCEPHALOGRAPHIQUE RADIOGRAPHIQUE
1413,90JAB,"SYSTEM, X-RAY, FLUOROSCOPIC, NON-IMAGE-INTENSIFIED",APPAREIL DE RADIOSCOPIE FLUOROSCOPIQUE SANS RENFORCEMENT D'IMAGE
1414,90JAI,"COUCH, RADIATION THERAPY, POWERED",DIVAN DE RADIOTHERAPIE ELECTRIQUE
1415,90JAN,"COUNTER, WHOLE BODY, NUCLEAR",CORPOCOMPTEUR NUCLEAIRE
1416,90KXK,"SOURCE, BRACHYTHERAPY, RADIONUCLIDE",SOURCE DE RADIONUCLEIDES POUR BRACHYTHERAPIE
1417,90LMB,"DEVICE, DIGITAL IMAGE STORAGE",DISPOSITIF DE STOCKAGE D'IMAGE NUMERIQUES
1418,90MUA,"SONOMETER, BONE",SONOMETRE OSSEUX
1419,90MUE,"SYSTEM, X-RAY, MAMMOGRAPHIC, FULL FIELD DIGITAL",MAMMOGRAPHE NUMERIQUE PLEIN CHAMP A RAYONS X
1420,90RNX,"SUPPORT, PATIENT POSITION, RADIOGRAPHIC","SUPPORT, POSITION DU PATIENT, RADIOGRAPHIQUE"
1421,90TEJ,"SCANNER, ULTRASONIC, GENERAL PURPOSE",TOMODENSITOMETRE A USAGE GENERAL
1422,90WRK,"DENSITOMETER, BONE, DUAL PHOTON",DENSITOMETRE OSSEUX A PHOTON DOUBLE
1423,91AER,"ENZYME IMMUNOASSAY, TRICYCLIC ANTIDEPRESSENT DRUGS","DOSAGE IMMUNOENZYMATIQUE, ANTIDEPRESSEURS TRICYCLIQUES"
1424,91AEU,"AMPHETAMINE/METHAMPHETAMINE(SERUM, PLASMA OR URINE)","TEST DE DETECTION DES AMPHETAMINES/METHAMPHETAMINES (SERUM, PLASMA OU URINE)"
1425,91AHF,"IMMUNO-PRECIPITATION ASSAY, TOBRAMYCIN","DOSAGE D'IMMUNO-PRECIPITATION, TOBRAMYCINE"
1426,91ATK,"PCP,PHENCYCLIDINE ASSAY (SERUM, PLASMA, URINE)","DOSAGE DU PCP / DE LA PHENCYCLIDINE (SERUM, PLASMA, URINE)"
1427,91AUS,MULTIPLE DRUGS OF ABUSE FOR LABORATORY USE ONLY.,DROGUES TOXICOMANOGENES DIVERSES POUR USAGE EN LABORATOIRE UNIQUEMENT
1428,91AVD,"FLUORESCENT IMMUNOASSAY, TESTOSTERONE","DOSAGE IMMUNOLOGIQUE PAR POLARISATION DE FLUORESCENCE, TESTOSTERONE"
1429,91DIF,"MATERIALS, DRUG MIXTURE CONTROL","MATERIAUX, CONTROLE DE COMBINAISON DE DROGUES"
1430,91DJG,"ENZYME IMMUNOASSAY, OPIATES",DOSAGE IMMUNOENZYMATIQUE DES OPIACES
1431,91DKC,"MATERIALS, ALCOHOL CONTROL",MATERIAUX DE CONTROLE DE L'ALCOOL
1432,91DMH,"IMMEDIATE ANALYSIS, ALCOHOL","ANALYSE IMMEDIATE, ALCOOL"
1433,91DOQ,"PHOTOMETER, LITHIUM","PHOTOMETRE, LITHIUM"
1434,91JII,"ATOMIC ABSORPTION, LITHIUM","ABSORPTION ATOMIQUE, LITHIUM"
1435,91LCS,"RADIOIMMUNOASSAY, DIGOXIN (125-I)","DOSAGE RADIO-IMMUNOLOGIQUE, DIGOXINE (125-I)"
1436,91LCY,"U.V. SPECTROMETRY, THEOPHYLLINE","SPECTROMETRIE ULTRAVIOLETTE, THEOPHYLLINE"
1437,91LDB,"U.V. SPECTROMETRY, CARBAMAZEPINE","SPECTROMETRIE ULTRAVIOLETTE, CARBAMAZEPINE"
1438,91LFO,"NEPHELOMETRIC INHIBITION IMMUNOASSAY, DIPHENYLHYDANTOIN","DOSAGE IMMUNOLOGIQUE PAR INHIBITION NEPHELOMETRIQUE, DIPHENYLHYDANTOINE"
1439,91WQE,"IMMUNOASSAY, OTHER",AUTRE TYPE DE DOSAGE IMMUNOLOGIQUE
1440,91ZZZ,CLINICAL TOXICOLOGY GENERAL CODE,CODE GENERAL DE TOXICOLOGIE CLINIQUE
1441,99ZZL,IN-VITRO,IN VITRO
1442,73AAD,"SET, INTUBATION",ENSEMBLE D'INTUBATION
1443,73APL,"APPARATUS, PNEUMOTHORAX",APPAREIL A PNEUMOTHORAX
1444,73BSP,"NEEDLE, CONDUCTION, ANESTHETIC (W/WO INTRODUCER)",AIGUILLE POUR ANESTHESIE DE CONDUCTION  (AVEC/SANS INTRODUCTEUR)
1445,73BSZ,"GAS-MACHINE, ANESTHESIA",DOSEUR DE GAZ ANESTHESIANTS
1446,73BTS,"TUBE, BRONCHIAL (W/WO CONNECTOR)",TUBE BRONCHIQUE (AVEC/SANS RACCORD)
1447,73BWK,"STIMULATOR, ELECTRO-ACUPUNCTURE",STIMULATEUR POUR ELECTROACUPUNCTURE
1448,73BYF,"MASK, OXYGEN, LOW CONCENTRATION, VENTURI","MASQUE A FAIBLE CONCENTRATION D'OXYGENE, DE TYPE VENTURI"
1449,73BYH,"DRAIN, TEE (WATER TRAP)",PIEGE A EAU
1450,73BYK,"TENT, OXYGEN, ELECTRICALLY POWERED","TENTE A OXYGENE, ELECTRIQUE"
1451,73BZE,"HEATER, BREATHING SYSTEM W/WO CONTROLLER (NOT HUMIDIFIER ORNEBULIZER)","ELEMENT CHAUFFANT POUR SYSTEME RESPIRATOIRE, AVEC/SANS CONTROLLEUR (NI HUMIDIFICATEUR OU NEBULISEUR)"
1452,73CAZ,"KIT, CONDUCTION ANESTHETIC",NECESSAIRE  POUR ANESTHESIE DE CONDUCTION
1453,73CBF,"CHAMBER, HYPERBARIC",CHAMBRE HYPERBARE
1454,73CBT,"KIT, SAMPLING, ARTERIAL BLOOD",NECESSAIRE POUR ANALYSE DE SANG ARTERIEL
1455,73CCK,"ANALYZER, GAS, CARBON-DIOXIDE, GASEOUS PHASE",ANALYSEUR DE DIOXYDE DE CARBONE GAZEUX
1456,73CCQ,"NEBULIZER, MEDICINAL, NON-VENTILATORY (ATOMIZER)",NEBULISEUR MEDICAL NON VENTILATOIRE (ATOMISEUR)
1457,73CCX,"SUPPORT, PATIENT POSITION",SYSTEME DE MAINTIEN DE LA POSITION DU PATIENT
1458,73ECX,"CYLINDER,COMPRESSED GAS,AND VALVE",BOUTEILLE A GAZ COMPRIME ET ROBINET
1459,73JAX,PNEUMOTACHOMETER,PNEUMOTACHOMETRE
1460,73KFZ,"HUMIDIFIER, NON DIRECT PATIENT INTERFACE (HOME USE)","HUMIDIFICATEUR POUR MAINTIEN A DOMICILE, SANS INTERACTION AVEC LE PATIENT"
1461,73LSZ,"VENTILATOR, HIGH FREQUENCY",VENTILATEUR A HAUTE FREQUENCE
1462,73MEW,"STENT, METALLIC, EXPANDABLE (TRACHEAL)",ENDOPROTHESE TRACHEALE METALLIQUE EXTENSIBLE
1463,73MNT,"VENTILATOR, CONTINUOUS, MINIMAL VENTILATORY SUPPORT","VENTILATEUR CONTINU, SOUTIEN VENTILATOIRE MINIMAL"
1464,73MRN,"APPARATUS, NITRIC OXIDE DELIVERY",APPAREIL POUR L'ADMINISTRATION DE MONOXYDE D'AZOTE
1465,73QBB,"VENTILATOR, ANESTHESIA UNIT",VENTILATEUR POUR UNITE D'ANESTHESIE
1466,73QCP,"ANALYZER, METABOLISM",ANALYSEUR METABOLIQUE
1467,73QMH,"UNIT, CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP, CPPB)",UNITE DE VENTILATION SPONTANEE EN PRESSION POSITIVE CONTINUE
1468,73QTH,"ELECTRODE, TRANSCUTANEOUS, OXYGEN",ELECTRODE  TRANSCUTANEE POUR OXYGENE
1469,73QWF,"FILTER, VENTILATOR",FILTRE POUR VENTILATEUR
1470,73QWO,"REGULATOR, INTAKE, OXYGEN",REGULATEUR D'APPORT EN OXYGENE
1471,73RAV,"HUMIDIFIER, HEATED",HUMIDIFICATEUR CHAUFFANT
1472,73RHT,"NEBULIZER, HEATED",NEBULISEUR CHAUFFANT
1473,73RHU,NEBULIZER NON-HEATED,NEBULISEUR NON CHAUFFANT
1474,73RJP,"OXYGENATOR, EXTRACORPOREAL PERFUSION",OXYGENATEUR POUR PERFUSION EXTRACORPORELLE
1475,73SBJ,"KIT, TRACHEOTOMY",TROUSSE DE TRACHEOTOMIE
1476,74AAQ,ANASTOMOSIS DEVICE FOR MICROVASCULAR SURGERY,DISPOSITIF D'ANASTOMOSE POUR CHIRURGIE MICROVASCULAIRE
1477,74AAU,BLOOD PRESSURE/TEMPERATURE MONITOR,MONITEUR DE TENSION ARTERIELLE ET DE TEMPERATURE
1478,74AAV,BLOOD PRESSURE/OXYGEN SATURATION IN THE BLOOD MONITOR,MONITEUR DE TENSION ARTERIELLE/DE SATURATION DU SANG EN OXYGENE
1479,74AUC,"EXCHANGE DEVICE, PERCUTANEOUS TRANSLUMINAL CATHETER",DISPOSITIF D'ECHANGE POUR CATHETER TRANSLUMINAL PERCUTANE
1480,74BZZ,"MONITOR, BLOOD PRESSURE, TRANSDUCER, NON-INDWELLING","TRANSDUCTEUR  POUR TENSIOMETRE, NON A DEMEURE"
1481,74DQR,"CANNULA, CATHETER",CATHETER-CANULE
1482,74DQW,"HOLDER, GUIDE, CATHETER",PORTE-GUIDE FILIFORME DE SONDE
1483,74DRG,"TRANSMITTER AND RECEIVER, PHYSIOLOGICAL SIGNAL,RADIOFREQUENCY","EMETTEUR-RECEPTEUR DE SIGNAUX PHYSIOLOGIQUES, A RADIOFREQUENCE"
1484,74DSP,"SYSTEM, BALLOON, INTRA-AORTIC AND CONTROL",BALLON INTRA-AORTIQUE ET SYSTEME DE COMMANDE
1485,74DST,"CLIP, VENA CAVA",AGRAFE POUR VEINE CAVE
1486,74DTG,"MAGNET, PACEMAKER",AIMANT POUR STIMULATEUR CARDIAQUE
1487,74DTI,"SIZER, HEART VALVE PROSTHESIS",GABARIT POUR PROTHESE VALVULAIRE CARDIAQUE
1488,74DTN,"RESERVOIR, BLOOD, CARDIOPULMONARY BYPASS","RESERVOIR SANGUIN, POUR DERIVATION CARDIOPULMONAIRE"
1489,74DWM,"APPARATUS, SUCTION, PATIENT CARE",APPAREIL D'ASPIRATION POUR SOINS AU PATIENT
1490,74DXF,"CATHETER, SEPTOSTOMY",CATHETER POUR SEPTOSTOMIE
1491,74FLT,"STETHOSCOPE, MECHANICAL",STETHOSCOPE ACOUSTIQUE
1492,74HAP,"WIRE,GUIDE,ANGIOGRAPHIC AND ACCESSORIES",FIL-GUIDE POUR ANGIOGRAPHIE ET ACCESSOIRES
1493,74KFM,"PUMP,BLOOD,CARDIOPULMONARY BYPASS,NON-ROLLER TYPE","POMPE A SANG AUTRE QUE DE TYPE PERISTALTIQUE, POUR DERIVATION CARDIOPULMONAIRE"
1494,74LIT,"CATHETER, ANGIOPLASTY, PERIPHERAL, TRANSLUMINAL",CATHETER D'ANGIOPLASTIE TRANSLUMINALE PERIPHERIQUE
1495,74LWP,"PULSE-GENERATOR, DUAL CHAMBER, IMPLANTABLE (SEE 74ULJ)","GENERATEUR D'IMPULSIONS DOUBLE CHAMBRE, IMPLANTABLE (VOIR 74ULJ)"
1496,74MAD,"CATHETER, PERCUTANEOUS (VALVULOPLASTY)",CATHETER PERCUTANE (VALVULOPLASTIE)
1497,74MFU,"MEDIA, ORGANS/TISSUE, TRANSPORT/STORAGE",MILIEU POUR LE TRANSPORT OU L'ENTREPOSAGE D'ORGANES OU DE TISSUS
1498,74MKX,"SYSTEM, CAROTID ATHERECTOMY",
1499,74MOR,"BATTERY, RECHARGEABLE, REPLACEMENT FOR FDA CLASS 3 DEVICES","PILE RECHARGEABLE, DE REMPLACEMENT, POUR INSTRUMENTS DE LA CLASSE 3 (FDA)"
1500,74MPD,AUXILLARY POWER SUPPLY (AC OR DC) FOR LOW-ENERGY DC-DEFIBRILLATOR,BLOC D'ALIMENTATION AUXILIAIRE (A COURANT ALTERNATIF OU CONTINU) POUR DEFIBRILLATEUR A FAIBLE COURANT CONTINU
1501,74MUD,"OXIMETER, TISSUE SATURATION","OXYMETRE, POUR SATURATION DES TISSUS"
1502,74MUQ,"GLUE, SURGICAL, ARTERIES",COLLE CHIRURGICALE POUR VAISSEAUX ARTERIELS
1503,74QIE,"CATHETER, OCCLUSION",CATHETER D'OCCLUSION
1504,74QRW,"MONITOR, ECG (SEE 74FYW)","MONITEUR, ECG (VOIR 74FYW)"
1505,74RLC,"MONITOR, PHYSIOLOGICAL, STRESS EXERCISESOFTWARE",LOGICIEL DE MONITEUR PHYSIOLOGIQUE POUR EPREUVE D'EFFORT
1506,74RPQ,"RETRACTOR,RETRACTOR ADAPTOR, CARDIAC",ECARTEUR CARDIAQUE ET ADAPTATEUR
1507,74TAT,"CANNULA, AORTIC",CANULE AORTIQUE
1508,74UDD,"KIT, ADMINISTRATION, CARDIOPLEGIA SOLUTION",TROUSSE D'ADMINISTRATION DE SOLUTION CARDIOPLEGIQUE
1509,74ULJ,"PACEMAKER, HEART, IMPLANTABLE, DUAL CHAMBER","STIMULATEUR CARDIAQUE DOUBLE CHAMBRE, IMPLANTABLE"
1510,74WIU,"UNIT, COOLING, CARDIAC",UNITE DE REFROIDISSEMENT APRES UN ARRET CARDIAQUE
1511,75AEZ,FRUCTOSAMINE TEST,TEST DE FRUCTOSAMINE
1512,75AFG,ALBUMIN ASSAY,DOSAGE DE L'ALBUMINE
1513,75AFW,"CONTROL, CEREBROSPINAL FLUID, NORMAL/ABNORMAL",LIQUIDE CEPHALO-RACHIDIEN DE CONTROLE (NORMAL/ANORMAL)
1514,75AGY,"INSULIN, ENZYME IMMUNOASSAY","INSULINE, DOSAGE IMMUNOENZYMATIQUE"
1515,75AHI,DILUENT,DILUANT
1516,75AKL,"ALT/SGPT,ASSAY","GPT/SGPT, DOSAGE"
1517,75AKX,"TEST, LUTEINIZING HORMONE","HORMONE LUTEINISANTE, DOSAGE"
1518,75APW,"IRON REAGENT, OTHER, TEST SYSTEM","REACTIF POUR FER, AUTRE, SYSTEME POUR EPREUVES"
1519,75ART,"PROGESTERONE, ASSAY","PROGESTERONE, DOSAGE"
1520,75ATY,"AMINIORRHEXIS, AMNIOTIC FLUID, TEST",ANALYSE DU FLUIDE AMNIOTIQUE (RUPTURE DE LA MEMBRANE AMNIOTIQUE)
1521,75CDP,"TOTAL TRIIODOTHYRONINE, BY RADIOIMMUNOASSAY","TRIIODOTHYRONINE TOTALE, PAR DOSAGE RADIOIMMUNOLOGIQUE"
1522,75CFM,"IRON (NON-HEME), BY BATHOPHENANTHROLINE, COLORIMETRY","FER NON HEMINIQUE, PAR BATHOPHENANTHROLINE (COLORIMETRIE)"
1523,75CGJ,"FOLLICLE STIMULATING HORMONE, BY RADIOIMMUNOASSAY","HORMONE FOLLICULOSTIMULANTE, PAR DOSAGE RADIOIMMUNOLOGIQUE"
