PREF_NAME_CODE,PREF_DESC_E,PREF_DESC_F
78MEQ,SYSTEM HYPERTHERMIA RF/MICROWAVE (BENIGN PROSTATICHYPERPLASIA TREATMENT),SYSTEME D'HYPERTHERMIE PAR RADIOFREQUENCE/MICRO-ONDES (TRAITEMENT POUR HYPERPLASIE BENIGNE DE LA PROSTATE)
78MET,LITHOTRIPTER MECHANICAL NON-CRUSHING,LITHOTRITEUR MECANIQUE SANS FRAGMENTATION
78MKM,MONITOR HEMOFILTRATION,MONITEUR D'HEMOFILTRATION
78MPB,CATHETER HEMODIALYSIS NON-IMPLANTED,CATHETER D'HEMODIALYSE NON IMPLANTE
78QIU,CATHETER BALLOON DILATATION VESSEL,CATHETER A BALLONNET POUR DILATATION VASCULAIRE
78QKL,CLAMP HEMORRHOIDAL,CLAMP A HEMORROIDES
78QOI,SYSTEM DIAGNOSTIC CYSTIC FIBROSIS,SYSTEME DE DIAGNOSTIC DE LA FIBROSE KYSTIQUE
78QQM,DRAIN SUMP,CATHETER DE DRAINAGE
78QZU,KIT TUBING HEMODIALYSIS HEMOPERFUSION HEMOFILTRATION,TROUSSE DE TUBAGE POUR HEMODIALYSE HEMOPERFUSION OU HEMOFILTRATION
78RPV,RETRACTOR RECTAL,ECARTEUR RECTAL
78VHO,REPROCESSING UNIT DIALYZER,UNITE DE RETRAITEMENT POUR DIALYSEUR
78VKM,LITHOTRIPTOR ELECTRO-HYDRAULIC EXTRACORPOREAL,LITHOTRITEUR ELECTRO-HYDRAULIQUE EXTRACORPOREL
78WRW,INJECTOR INSULIN,INJECTEUR D'INSULINE
78ZZZ,GASTROENTEROLOGY & UROLOGY GENERAL CODE,CODE GENERAL - GASTROENTEROLOGIE ET UROLOGIE
79ADB,WIRE SNARE,BROCHE POUR SERRE-NOEUD
79ADH,LOOP IDENTIFICATION SURGICAL,ATTACHE D'IDENTIFICATION CHIRURGICALE
79ADI,SUTURE/NEEDLE COMBINATION,AIGUILLE ATRAUMATIQUE
79ADJ,SUPPORT/HOLDER SURGICAL INSTRUMENT,SUPPORT POUR INSTRUMENT CHIRURGICAL
79AOZ,PRODUCT FOOT CARE OTHER,PRODUIT POUR SOINS DES PIEDS AUTRE
79AYZ,GRAFT/PROTHESISSOFT TISSUEBIOLOGICAL,GREFFON/PROTHESE BIOLOGIQUE TISSU MOU
79FPY,SHEET BURN,DRAP STERILE POUR BRULES
79FST,LIGHT SURGICAL FIBEROPTIC,LAMPE CHIRURGICALE FIBRE OPTIQUE
79FSY,LIGHT SURGICAL CEILING MOUNTED,LAMPE CHIRURGICALE PLAFONNIER
79FTA,LIGHT SURGICAL ACCESSORIES,LAMPE CHIRURGICALE ACCESSOIRES
79FTB,LAMP SURGICAL XENON,LAMPE CHIRURGICALE AU XENON
79FWF,CAMERA TELEVISION ENDOSCOPIC WITHOUT AUDIO,CAMERA ET TELEVISION POUR ENDOSCOPIE SANS AUDIO
79FWZ,ACCESSORIES OPERATING ROOM TABLE,ACCESSOIRES POUR TABLE DE SALLE D'OPERATION
79FXM,CAMERA STILL ENDOSCOPIC,APPAREIL PHOTO POUR ENDOSCOPIE
79FZE,PROSTHESIS NOSE INTERNAL,PROTHESE NEZ INTERNE
79FZO,CHISEL SURGICAL MANUAL,BURIN CHIRURGICAL MANUEL
79GAS,SUTURE NONABSORBABLE SYNTHETIC POLYESTER,SUTURE SYNTHETIQUE NON RESORBABLE EN POLYESTER
79GAT,SUTURE NONABSORBABLE SYNTHETIC POLYETHYLENE,SUTURE SYNTHETIQUE NON RESORBABLE EN POLYETHYLENE
79GAX,TOURNIQUET NONPNEUMATIC,GARROT NON PNEUMATIQUE
79GBW,CATHETER PERITONEAL,CATHETER PERITONEAL
79GCB,NEEDLE CATHETER,AIGUILLE POUR CATHETER
79GCY,APPARATUS SUCTION SINGLE PATIENT USE PORTABLE NONPOWERED,APPAREIL D'ASPIRATION A USAGE POUR UN SEUL PATIENT PORTATIF NON ELECTRIQUE
79GDM,NEEDLE ASPIRATION AND INJECTION REUSABLE,AIGUILLE POUR ASPIRATION ET INJECTION REUTILISABLE
79GDT,STAPLE REMOVABLE (SKIN),AGRAFE ENLEVABLE (PEAU)
79GEA,CANNULA SURGICAL GENERAL & PLASTIC SURGERY,CANULE CHIRURGICALE POUR CHIRURGIE GENERALE ET PLASTIQUE
79HXD,CLAMP BONE,CLAMP A OS
79JCX,APPARATUS SUCTION WARD USE PORTABLE AC-POWERED,APPAREIL D'ASPIRATION POUR UNITE DE SERVICE PORTATIF A COURANT ALTERNATIF
79JCY,CATHETER INFUSION,CATHETER DE PERFUSION
79KAM,CANNULA SINUS,CANULE POUR SINUS
79KCY,TOURNIQUET PNEUNATIC,GARROT PNEUMATIQUE
79KDG,CHISEL (OSTEOTOME),BURIN (OSTEOTOME)
79KGL,CABINET PHOTOTHERAPY (PUVA),CABINE DE PHOTOTHERAPIE (PUVA)
79KGO,SURGEON'S GLOVES (SEE 79FPI),GANTS DE CHIRURGIEN (VOIR 79FPI)
79LRR,KIT FIRST AID,TROUSSE DE PREMIERS SOINS
79LRS,I.V. START KIT,NECESSAIRE A PERFUSION INTRAVEINEUSE DE BASE
79MCA,TAPE SURGICAL INTERNAL,RUBAN CHIRURGICAL INTERNE
79MFJ,DEVICE ENDOSCOPIC SUTURING,DISPOSITIF POUR SUTURE ENDOSCOPIQUE
79MGQ,DRESSING WOUND AND BURN HYDROGEL,PANSEMENT HYDROGEL POUR BLESSURES ET BRULURES
79MVF,SYSTEM LASER PHOTODYNAMIC THERAPY(PDT),SYSTEME DE TRAITEMENT PHOTODYNAMIQUE AU LASER
79MWY,SYSTEM MICROWAVE HAIR REMOVAL,SYSTEME D'EPILATION A MICRO-ONDES
79MWZ,EXPANDER BREAST EXTERNAL,EXPANDEUR MAMMAIRE EXTERNE
79NEU,MARKER RADIOGRAPHIC IMPLANTABLE,MARQUEUR RADIOGRAPHIQUE IMPLANTABLE
79QTU,CABLE ELECTROSURGICAL UNIT,CABLE D'UNITE ELECTROCHIRURGICALE
79QXA,FORCEPS FIXATION,PINCE DE FIXATION
79RDL,KNIFE MENISCUS,COUTEAU A MENISQUE
79RNL,PUNCH DERMAL,POINCON CUTANE
79RXZ,SUTURE NYLON (POLYAMIDE) (SEE 79GAR),SUTURE EN NYLON (POLYAMIDE) (VOIR 79GAR)
79WRE,HOLDER RETRACTOR,SUPPORT POUR ECARTEUR
79WYP,EQUIPMENT SUCTION/IRRIGATION ENDOSCOPIC,MATERIEL D'ASPIRATION/IRRIGATION ENDOSCOPIQUE
80ABR,CONNECTORS CEILING/WALL,PRISES POUR PLAFOND/MUR
80ACF,DEVICE AESTHETIC,APPAREIL POUR SOINS ESTHETIQUES
80AMJ,ACCESSORIES CLAMP,ACCESSOIRES POUR CLAMP
80AVU,ACUPUNCTURE DIAGNOSTIC ELECTRICAL RESISTANCE,DISPOSITIF D'ACUPUNCTURE POUR DIAGNOSTIC PAR MESURE DE LA RESISTANCE ELECTRIQUE
80DZF,SYRINGEDRUGLUER-LOCK,SERINGUE A EMBOUT LUER POUR MEDICAMENTS
80FLE,STERILIZER STEAM (AUTOCLAVE),STERILISATEUR A VAPEUR
80FMS,BED PEDIATRIC OPEN HOSPITAL,LIT PEDIATRIQUE OUVERT
80FMT,WARMER INFANT RADIANT,TABLE A INFRAROUGES
80FPB,FILTER INFUSION LINE,FILTRE POUR TUBE DE PERFUSION
80FPF,BOTTLE HOT/COLD WATER,BOUTEILLE POUR EAU CHAUDE OU FROIDE
80FRJ,CHAIR GERIATRIC,FAUTEUIL GERIATRIQUE
80FRK,CHAIR EXAMINATION AND TREATMENT,FAUTEUIL D'EXAMEN ET DE TRAITEMENT
80FRN,PUMP INFUSION,POMPE A PERFUSION
80GAZ,TUBING NONINVASIVE,TUBAGE NON EFFRACTIF
80INJ,STRETCHER WHEELED MECHANICAL,BRANCARD SUR ROULETTES MECANIQUE
80KDQ,BOTTLE COLLECTIONVACUUM,BOUTEILLE COLLECTRICE SOUS VIDE
80KIA,COVER CAST,COUVRE-PLATRE
80KMJ,PATIENT LUBRICANT,LUBRIFIANT POUR LE PATIENT
80KPD,STRIP TEMPERATURE FOREHEAD LIQUID CRYSTAL,THERMOMETRE FRONTAL A CRISTAUX LIQUIDES
80KYX,LIQUID MEDICATION DISPENSER,DISTRIBUTEUR DE MEDICAMENTS LIQUIDES
80KYY,STERILE IRRIGATING SYRINGE,SERINGUE A IRRIGATION STERILE
80KZD,PRESSURE INFUSOR FOR I.V. BAGS,POMPE DE PERFUSION SOUS PRESSION POUR SAC POUR PERFUSION INTRAVEINEUSE
80LDQ,GENERAL MEDICAL DEVICES,CODE GENERALE POUR DISPOSITIFS MEDICAUX
80LKK,PUMP INFUSION IMPLANTED,POMPE A PERFUSION IMPLANTEE
80LRJ,MEDICAL DISINFECTANTS/CLEANERS FOR INSTRUMENTS,DESINFECTANTS MEDICAUX/NETTOYANTS POUR INSTRUMENTS
80LZH,PUMP INFUSION ENTERAL,POMPE A PERFUSION ENTERALE
80MDZ,CLEANERS MEDICAL DEVICES,NETTOYANTS POUR INSTRUMENTS MEDICAUX
80MHW,BANDAGE COMPRESSION,PANSEMENT COMPRESSIF
80QBI,APPLICATOR OTHER,AUTRE TYPE D'APPLICATEUR
80QBZ,ASPIRATOR WOUND SUCTION PUMP,POMPE D'ASPIRATION POUR BLESSURE
80QJO,CHAIR OTHER,AUTRE TYPE DE CHAISE
80QJS,KIT CHEST DRAINAGE (THORACENTESIS TRAY),TROUSSE DE DRAINAGE THORACIQUE (PLATEAU DE THORACENTESE)
80QQW,DRESSING GERMICIDAL,PANSEMENT GERMICIDE
80QVW,FILTER AIR,FILTRE A AIR
80RCG,KIT EMERGENCY INSECT STING,TROUSSE D'URGENCE CONTRE LES PIQURES D'INSECTE
80RCW,KIT IRRIGATION WOUND,TROUSSE D'IRRIGATION DE PLAIES
80RIL,NEEDLE OTHER,AUTRE TYPE D'AIGUILLE
80RJU,PACKER GAUZE,PINCE A GAZE
80RLP,KIT PREP,TROUSSE DE PREPARATION
80RMB,PAD PRESSURE FOAM (ELBOW HEEL),COUSSIN DE MOUSSE POUR APPUI
80RQQ,SCALE BED,PESE-LIT
80RRB,SCISSORS BANDAGE/GAUZE/PLASTER,CISEAUX POUR PANSEMENTS DE GAZE
80RSU,SHIELD WOUND INJECTION SITE,GRAND PANSEMENT POUR SITE D'INJECTION
80RYL,ADAPTOR SYRINGE,ADAPTATEUR DE SERINGUE
80RYO,SYRINGE CATHETER,SERINGUE DE CATHETER
80SBD,TOURNIQUET,TOURNIQUET
80SCR,TUBE CONNECTING,TUBE DE CONNEXION
80SFU,WASTE RECEPTACLE CONTAMINATED,RECIPIENT A DECHETS CONTAMINES
80UBG,PUMP ALTERNATING PRESSURE PAD,POMPE ET COUSSIN A ALTERNANCE DE PRESSION
80VAX,COMPUTER EQUIPMENT,MATERIEL INFORMATIQUE
80VBM,OFFICE PRODUCT,PRODUIT DE BUREAU
80VDY,BATTERY,PILE
80VHN,COMPUTER PATIENT DATA MANAGEMENT,ORDINATEUR DE GESTION DES DONNEES SUR LES PATIENTS
80VHQ,TUBING OXYGEN CONNECTING,TUBE DE CONNEXION A OXYGENE
80WJO,DISPENSER OTHER,AUTRE TYPE DE DISPENSATEUR
80WKE,MASK NEBULIZER,MASQUE NEBULISEUR
80WKI,PADDING CAST/SPLINT,REMBOURRAGE POUR PLATRE ET ATTELLE
80WKJ,DRESSING GEL,PANSEMENT A GEL
80WMR,COLLAR EXTRICATION,MINERVE POUR DESINCARCERATION
80WSY,CLOSURE OTHER,AUTRE TYPE DE FERMETURE
80WWG,ANALYZER MOTION,ANALYSEUR DE MOUVEMENTS
80ZZZ,GENERAL HOSPITAL GENERAL CODE,CODE GENERAL D'HOPITAL GENERAL
81AFP,ANTI-NEUTROPHIL CYCLOPLASM ENZYME IMMUNOASSAY,ANTICORPS ANTINEUTROPHILE CYTOPLASMATIQUE DOSAGE IMMUNOENZYMATIQUE
81AGG,ANTICOAGULANT PLASMA/SERUM COLLECTION,PRELEVEMENT DE PLASMA/SERUM ANTICOAGULANT
81AKS,TISSUE PLASMINOGEN ACTIVATOR TEST,TEST D'ACTIVATION DU PLASMINOGENE TISSULAIRE
81GJG,PIPETTE QUANTITATIVE HEMATOLOGY,PIPETTE HEMATOLOGIQUE QUANTITATIVE
81JCA,DEVICE BLEEDING TIME,DISPOSITIF TEMPS DE SAIGNEMENT
81KQK,DEVICE GENERAL HEMATOLOGY,DISPOSITIF HEMATOLOGIE GENERALE
81KRZ,CALIBRATOR FOR HEMOGLOBIN AND HEMATOCRIT MEASUREMENT,CALIBREUR POUR LA MESURE DE L'HEMOGLOBINE ET DE L'HEMATOCRITE
81KSB,SET TRANSFER (BLOOD/PLASMA),DISPOSITIF DE TRANSFERT (SANG/PLASMA)
81KSF,QUALITY CONTROL KIT FOR BLOOD BANKING REAGENTS,TROUSSE DE CONTROLE DE LA QUALITE POUR REACTIFS D'ENTREPOSAGE DU SANG
81KSR,EMPTY CONTAINER FOR COLLECTION & PROCESSING OF BLOOD & BLOODCOMPONENTS,CONTENANT VIDE POUR LE PRELEVEMENT ET LE TRAITEMENT DU SANG ET DES COMPOSANTS SANGUINS
81KSZ,BLOOD GROUPING AND ANTIBODY TEST SYSTEM,SYSTEME DE DETERMINATION DU GROUPE SANGUIN ET DE DEPISTAGE DES ANTICORPS
81MVS,KIT TYPING HLA-DQB,TROUSSE DE TYPAGE HLA-DQB
81MVZ,SYSTEM TEST HOME HIV-1,SYSTEMES D'AUTOTEST DE DEPISTAGE DU VIH-1
81MYX,SYSTEM BLOOD COLLECTION VACUUM-ASSISTED AUTOMATED,SYSTEME AUTOMATISE DE PRELEVEMENT DE SANG PAR ASPIRATION
81MYY,SEPARATOR SEMI-AUTOMATED BLOOD COMPONENT,SEPARATEUR SEMI-AUTOMATISE DE COMPOSANTS SANGUINS
81SAQ,TIMER COAGULATION AUTOMATED,COAGULOMETRE AUTOMATISE
81UJS,ANTI-HUMAN ANTIBODY DETECTION,DETECTION DES ANTICORPS ANTIHUMAINS
81UJY,ANTISERUM ABO BLOOD GROUPING,ANTISERUM POUR LA DETERMINATION DES GROUPES SANGUINS ABO
81VJE,TEST ANTIBODY ACQUIRED IMMUNE DEFICIENCY SYNDROME (AIDS),TEST DE DETECTION DES ANTICORPS DU SYNDROME D'IMMUNODEFICIENCE ACQUISE (SIDA)
82AJB,IMMUNOGLOBULINS (G A M) IMMUNOTURBIDIMETRIC,DOSAGE IMMUNOTURBIDIMETRIQUE DES IMMUNOGLOBULINES (G A M)
82AQY,SPERM ANTIBODIES IMMUNOFLUORESCENT,DOSAGE IMMUNOFLUORESCENT DES ANTICORPS SPERMATIQUES
82ARE,DNA (DSDNA) DOUBLE STRANDED,ADN DOUBLE BRIN (ADNDB)
82DCK,C-REACTIVE PROTEIN ANTIGEN ANTISERUM AND CONTROL,PROTEINE C-REACTIVE ANTIGENE ANTISERUM CONTROLE
82DEM,ALPHA-1-ANTITRYPSIN ANTIGEN ANTISERUM CONTROL,ALPHA-1-ANTITRYPSINE ANTIGENE ANTISERUM CONTROLE
82DFC,LIPOPROTEIN LOW-DENSITY ANTIGEN ANTISERUM CONTROL,LIPOPROTEINE DE BASSE DENSITE ANTIGENE ANTISERUM CONTROLE
82DFN,PLATELETS ANTIGEN ANTISERUM CONTROL,PLAQUETTES ANTIGENE ANTISERUM CONTROLE
82DGS,LYMPHOCYTE TYPING ANTIGEN ANTISERUM CONTROL,TYPAGE DES LYMPHOCYTES ANTIGENE ANTISERUM CONTROLE
82KTQ,COMPLEMENT REAGENT,COMPLEMENT REACTIF
82LKJ,ANTINUCLEAR ANTIBODY ANTIGEN CONTROL,ANTICORPS ANTINUCLEAIRE ANTIGENE CONTROLE
82MTG,FREE PROSTATE SPECIFIC ANTIGEN (NONCOMPLEXED) TODISTINGUISH CANCER FROM BENIGN CONDITIONS,ANTIGENE PROSTATIQUE SPECIFIQUE LIBRE (NON COMPLEXE) POUR DISTINGUER LE CANCER DES AFFECTIONS BENIGNES
82MVD,GENE PROBE ASSAY HER-2/NEU,DOSAGE DE LA SONDE GENETIQUE HER-2/NEU
82MZC,SYSTEM DETECTION BACTERIAL FOR PLATELET TRANSFUSIONPRODUCTS,SYSTEME DE DETECTION DES BACTERIES POUR LES PRODUITS DE TRANSFUSION DES PLAQUETTES
83AGR,SHIGELLA DIRECT AGGLUTINATION TEST,TEST D'AGGLUTINATION DIRECTE DES SHIGELLAS
83AII,CYTOMEGALOVIRUS LATEX AGGLUTINATION ASSAY,CYTOMEGALOVIRUS TEST D'AGGLUTINATION AU LATEX
83AJW,ENTEROVIRUS ANTIGEN ANTISERUM CONTROL CF,ENTEROVIRUS ANTIGENE ANTISERUM CONTROLE CF
83ATB,CULTURE MEDIA FUNGI,MILIEU DE CULTURE CHAMPIGNONS
83GMT,ANTIGEN HA TREPONEMA PALLIDUM,ANTIGENE HA TREPONEMA PALLIDUM
83GNT,ANTIGEN HA (INCLUDING HA CONTROL) INFLUENZA VIRUS A B C,ANTIGENE HA (Y COMPRIS LE CONTROLE HA) DU VIRUS DE LA GRIPPE A B C
83GQG,ANTIGEN CF (INCLUDING CF CONTROL) RESPIRATORY SYNCYTIALVIRUS,ANTIGENE CF (Y COMPRIS LE CONTROLE CF) DU VIRUS RESPIRATOIRE SYNCYTIAL
83GRM,ANTISERUM ALL GROUPS SALMONELLA SPP.,ANTISERUM DE SALMONELLA SPP. (TOUS LES GROUPES)
83GSZ,ANTIGEN FEBRILE (WEIL-FELIX) ALL GROUPS,ANTIGENE FEBRILE POUR TEST DE WEIL-FELIX (TOUS LES GROUPES)
83GTP,EXOENZYME MULTIPLE STREPTOCOCCAL,EXOENZYME STREPTOCOCCIQUE MULTIPLE
83JSO,CULTURE MEDIA ANTIMICROBIAL SUSCEPTIBILITY TEST EXCLUDINGMUELLER HINTON AGAR,MILIEU DE CULTURE TEST DE SENSIBILITE AUX ANTIMICROBIENS A L'EXCLUSION DE LA GELOSE MUELLER-HINTON
83LIN,ANTISERUM CONJUGATED FLUORESCENT CYTOMEGALOVIRUS,ANTISERUM FLUORESCENT CONJUGUE CYTOMEGALOVIRUS
83LIQ,ENZYME LINKED IMMUNOABSORBENT ASSAY ROTAVIRUS,DOSAGE IMMUNOENZYMATIQUE DU ROTAVIRUS
83LKQ,ANTIBODY IGMIF CYTOMEGALOVIRUS VIRUS,ANTICORPS IGM IF CYTOMEGALOVIRUS
83LKS,DEVICE PARASITE CONCENTRATION,DISPOSITIF DE CONCENTRATION DES PARASITES
83LLM,TEST ANTIGEN NUCLEAR EPSTEIN-BARR VIRUS,TEST DE DETECTION DE L'ANTIGENE NUCLEAIRE DU VIRUS D'EPSTEIN-BARR
83LSL,DNA REAGENTS NEISSERIA,REACTIFS DE L'ADN NEISSERIA
83LTW,SUSCEPTIBILITY TEST CARDS ANTIMICROBIAL,CARTES DE TEST DE SENSIBILITE AUX ANTIMICROBIENS
83LYF,PNEUMOCYSTIS CARINII,PNEUMOCYSTIS CARINII
83MXJ,ENZYME LINKED IMMUNOABSORBENT ASSAY HSV-1HERPES,DOSAGE IMMUNOENZYMATIQUE HERPES HSV-1
83MZO,ASSAY ENZYME LINKED IMMUNOABSORBENT HEPATITIS C VIRUS,DOSAGE IMMUNOENZYMATIQUE VIRUS DE L'HEPATITE C
83WNY,TEST DNA PROBE OTHER,AUTRE TYPE DE TEST SUR SONDE A ADN
84GWQ,ELECTROENCEPHALOGRAPH,ELECTROENCEPHALOGRAPHE
84GZL,ELECTRODE DEPTH,ELECTRODE EN PROFONDEUR
84HBF,POWERED COMPOUND DRILLS BURRS TREPHINES & ACCESSORIES,FOREUSES FRAISES ET TREPANS COMPOSITES MOTORISES ET ACCESSOIRES
84HCD,CANNULA VENTRICULAR,CANULE VENTRICULAIRE
84JBA,PROSTHESIS CRANIOFACIAL,PROTHESE CRANIOFACIALE
84JXE,DEVICE NERVE CONDUCTION VELOCITY MEASUREMENT,DISPOSITIF DE MESURE DE LA VITESSE DE CONDUCTION DES NERFS
84LII,IMPLANTED INTRACRANIAL PRESSURE MONITOR,MONITEUR IMPLANTE DE PRESSION INTRACRANIENNE
84LLP,LASER FOR PAIN THERAPY,LASER POUR THERAPIE ANTI-DOULEUR
84MWT,THERAPEUTIC NEUROLOGY DEVICE MAGNET,INSTRUMENT THERAPEUTIQUE POUR NEUROLOGIE  AIMANT
84MXM,CAP COOLING (INFANTS),CASQUE REFROIDISSANT (POUR BEBES)
84QTC,ELECTRODE NEUROMUSCULAR STIMULATOR,ELECTRODE DE STIMULATION NEUROMUSCULAIRE
84UFI,STIMULATOR NERVE LOCATING FACIAL,STIMULATEUR DE LOCALISATION DES NERFS FACIAUX
85HHM,SOUND UTERINE,SONDE UTERINE
85HIE,LIGHT SOURCE ENDOSCOPIC,SOURCE DE LUMIERE ENDOSCOPIQUE
85KNF,COAGULATOR-CUTTER ENDOSCOPIC UNIPOLAR (AND ACCESSORIES),DISPOSITIF DE COAGULATION ET DE DECOUPAGE ENDOSCOPIQUE UNIPOLAIRE (ET ACCESSOIRES)
85LKF,CANNULA MANIPULATOR/INJECTOR UTERINE,CANULE INTRA-UTERINE DE MANIPULATION ET D'INJECTION
85LTZ,CONDOM WITH NONOXYNOL-9,CONDOM AVEC NONOXYNOL-9
85MKN,CATHETER TRANSCERVICAL BALLOON TUBOPLASTY,CATHETER TRANSCERVICAL DE TUBOPLASTIE PAR BALLONNET
85QKG,KIT CIRCUMCISION DISPOSABLE TRAY,TROUSSE DE CIRCONCISION AVEC PLATEAU JETABLE
86ALX,SYSTEM INTUBATION LACRIMAL,SYSTEME D'INTUBATION DE CANAL LACRYMAL
86AUL,CAUTERY OPTHALMIC,CAUTERE OPHTALMIQUE
86HJI,LENS FUNDUS HRUBY DIAGNOSTIC,LENTILLE DE FOND D'OEIL DIAGNOSTIQUE DE HRUBY
86HKO,REFRACTOMETER OPHTHALMIC,REFRACTOMETRE OPHTALMIQUE
86HQA,UNIT CRYOTHERAPY OPHTHALMIC,DISPOSITIF DE CRYOTHERAPIE OPHTALMIQUE
86HQF,OPHTHALMIC LASER,LASER OPHTALMIQUE
86HQL,LENS INTRAOCULAR,LENTILLE INTRAOCULAIRE
86HQN,CONFORMER OPHTHALMIC,CONFORMATEUR OPHTALMIQUE
86HQX,IMPLANT ORBITAL EXTRA-OCULAR,IMPLANT ORBITAL EXTRAOCULAIRE
86HQY,SUNGLASSES (NON-PRESCRIPTION INCLUDING PHOTOSENSITIVE),LUNETTES DE SOLEIL (SANS ORDONNANCE Y COMPRIS LES LUNETTES PHOTOSENSIBLES)
86HRH,TREPHINE MANUAL OPHTHALMIC,TREPAN MANUEL OPHTALMIQUE
86KAF,HEADLIGHT ENT,LAMPE FRONTALE ORL
86LOG,BALLOON CATHETER FOR RETINAL REATTACHMENT,CATHETER A BALLONNET POUR REATTACHEMENT DE LA RETINE
86QEQ,BRUSH OPHTHALMIC,BROSSE OPHTALMIQUE
86QGB,CANNULA EYE LACRIMAL,CANULE OCULAIRE LACRYMALE
86QRP,DROPPER EYE,COMPTE-GOUTTES
86ULG,LENS CONTACT GAS-PERMEABLE,LENTILLE DE CONTACT PERMEABLE AU GAZ
86WIZ,LENS CONTACT DISPOSABLE,LENTILLE DE CONTACT JETABLE
86WQB,SHUNT INTRAOCULAR,SHUNT INTRAOCULAIRE
86WQT,SYSTEM PHACOEMULSIFICATION & ACCESSORIES,SYSTEME DE PHACOEMULSIFICATION ET ACCESSOIRES
87AMA,INSTRUMENT SET FOR ORTHOPEDIC SURGERY,TROUSSE D'INSTRUMENTS POUR CHIRURGIE ORTHOPEDIQUE
87HRZ,PROSTHESIS KNEE HINGED (METAL-METAL),PROTHESE ARTICULEE DE GENOU (METAL-METAL)
87HTG,PROSTHESIS KNEEHEMI- PATELLAR RESURFACING UNCEMENTED,HEMIPROTHESE DE RESURFACAGE PATELLAIRE DU GENOU NON CIMENTEE
87HTT,BURR ORTHOPEDIC,FRAISE ORTHOPEDIQUE
87HXX,SCREWDRIVER,TOURNEVIS
87HXZ,CUTTER WIRE,COUPE-FIL
87KRR,PROSTHESIS KNEE PATELLOFEMORAL SEMI-CONSTRAINEDCEMENTED METAL/POLYMER,PROTHESE PATELLOFEMORALE SEMI-CONTRAINTE DE GENOU CIMENTEE EN METAL/POLYMERE
87KTT,APPLIANCE FIXATION NAIL/BLADE/PLATE COMBINATION MULTIPLECOMPONENT,APPAREIL DE FIXATION COMBINAISON CLOU/LAME/PLAQUE COMPOSANT MULTIPLE
87KWY,PROSTHESIS HIP HEMI- FEMORAL METAL/POLYMER CEMENTED ORUNCEMENTED,HEMIPROTHESE FEMORALE DE HANCHE CIMENTEE OU NON CIMENTEE EN METAL/POLYMERE
87LPF,PROSTHESIS HIP SEMI-CONSTRAINED METAL/CERAMIC/CERAMICCEMENTED,PROTHESE SEMI-CONTRAINTE DE HANCHE CIMENTEE EN METAL/CERAMIQUE/CERAMIQUE
87LWB,STIMULATOR FUNCTIONAL NEUROMUSCULAR SCOLIOSIS,STIMULATEUR NEUROMUSCULAIRE FONCTIONNEL POUR LE TRAITEMENT DE LA SCOLIOSE
87MAX,SPINAL INTERVERTEBRAL FUSION ORTHOSIS,ORTHESE DE FUSION INTERVERTEBRALE DE L'EPINE DORSALE
87MBI,FASTENER FIXATION NONDEGRADABLE SOFT TISSUE,DISPOSITIF DE FIXATION NON DEGRADABLE TISSU MOU
87MQP,SPINAL VERTEBRAL BODY REPLACEMENT DEVICE,DISPOSITIF DE REMPLACEMENT DE CORPS SPINAL VERTEBRAL
87MTJ,WAX BONE,CIRE D'OS
87QRN,DRIVER/EXTRACTOR BONE PLATE,MANDRIN EXTRACTEUR PLAQUE OSSEUSE
87QYR,GRAFT BONE,GREFFON OSSEUX
87RXE,SUPPORT BACK,SUPPORT DE DOS
87SBM,UNIT TRACTION POWERED,APPAREIL ELECTRIQUE DE TRACTION
87THC,HOLDER LEG ARTHROSCOPY,SUPPORT JAMBE ARTHROSCOPIE
87UBK,PROSTHESIS ANKLE TALAR COMPONENT,PROTHESE DE CHEVILLE COMPOSANT ASTRAGALIEN
87VCP,PROSTHESIS RADIAL/ULNAR HEAD,PROTHESE TETE RADIALE/ULNAIRE
88AVQ,KIT TEST SPERM COUNT OTC,TROUSSE DE TEST POUR NUMERATION DES SPERMATAZOIDES EN VENTE LIBRE
88HYJ,HEMATOXYLIN,HEMATOXYLINE
88IAF,WRIGHT'S STAIN,COLORATEUR DE WRIGHT
88JCB,DETERGENT,DETERGENT
88KET,FILTER CELL COLLECTION TISSUE PROCESSING,FILTRE PRELEVEMENT DE CELLULES TRAITEMENT DES TISSUS
88MKQ,PROCESSOR SLIDE CYTOLOGY AUTOMATED,DISPOSITIF AUTOMATISE DE TRAITEMENT DES LAMES DE CYTOLOGIE
88UMR,HISTOCHEMICAL STAINING TEST ALPHA-FETOPROTEIN,ALPHA-FETOPROTEINE POUR TEST DE COLORATION HISTOCHIMIQUE
89ANQ,AID POSTURE,AIDE A LA POSTURE
89APD,MYOMETER MUSCLE FORCE MEASUREMENT,MYOMETRE POUR MESURE DE LA FORCE MUSCULAIRE
89FRS,PACK COLD CHEMICAL,COMPRESSE FROIDE CHIMIQUE
89ILS,ADAPTOR HYGIENE,ADAPTATEUR HYGIENIQUE
89ILY,LAMP INFRARED,LAMPE INFRAROUGE
89IMJ,DIATHERMY SHORTWAVE FOR USE IN APPLYING THERAPEUTIC DEEPHEAT,DIATHERMIE A ONDES COURTES POUR APPLICATION DE CHALEUR PROFONDE THERAPEUTIQUE
89IMP,CUSHION WHEELCHAIR,COUSSIN POUR FAUTEUIL ROULANT
